age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,None,None,Full-time,United-States,large
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Workaholic,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,large
Young,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,Full-time,Columbia,small
Middle-Aged,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Senior,State-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,10th,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,large
Senior,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Full-time,Canada,small
Middle-Aged,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Full-time,United-States,small
Senior,Private,10th,Married-civ-spouse,Other-service,Husband,Black,Male,None,None,Full-time,United-States,small
Old,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,None,None,Full-time,United-States,small
Middle-Aged,State-gov,HS-grad,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Full-time,United-States,small
Young,Private,12th,Never-married,Other-service,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,None,None,Full-time,United-States,small
Senior,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,Italy,small
Young,Private,11th,Never-married,Other-service,Own-child,White,Female,None,None,Full-time,United-States,small
Senior,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,None,High,Full-time,United-States,large
Middle-Aged,Private,Masters,Never-married,Sales,Not-in-family,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,5th-6th,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,Over-time,Mexico,small
Senior,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,None,None,Over-time,United-States,small
Middle-Aged,Local-gov,Some-college,Widowed,Transport-moving,Not-in-family,Black,Female,None,None,Over-time,United-States,small
Senior,Private,Bachelors,Never-married,Sales,Not-in-family,Black,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,Bachelors,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,None,None,Full-time,Dominican-Republic,small
Young,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,11th,Divorced,Handlers-cleaners,Not-in-family,White,Female,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,None,Low,Full-time,United-States,small
Young,Private,Some-college,Divorced,Tech-support,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Male,None,None,Over-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,None,None,Over-time,United-States,small
Middle-Aged,State-gov,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,None,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Sales,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,None,Over-time,Iran,large
Young,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,None,None,Full-time,Hong,large
Middle-Aged,Private,HS-grad,Separated,Other-service,Other-relative,White,Female,None,None,Part-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,Low,Full-time,United-States,small
Young,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,None,None,Full-time,United-States,small
Young,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Part-time,United-States,small
Old,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,None,None,Part-time,United-States,small
Young,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,Full-time,United-States,small
Old,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Self-emp-not-inc,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,None,None,Workaholic,United-States,large
Middle-Aged,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,None,Low,Workaholic,United-States,small
Young,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Over-time,United-States,large
Senior,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,None,None,Workaholic,United-States,small
Middle-Aged,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Over-time,United-States,small
Young,Private,HS-grad,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,None,None,Full-time,United-States,small
Senior,Private,Some-college,Divorced,Sales,Unmarried,White,Male,None,None,Over-time,United-States,small
Young,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Self-emp-not-inc,HS-grad,Separated,Craft-repair,Unmarried,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Federal-gov,HS-grad,Separated,Exec-managerial,Unmarried,Black,Female,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Female,None,None,Part-time,United-States,small
Senior,State-gov,Masters,Widowed,Protective-serv,Unmarried,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,10th,Never-married,Machine-op-inspct,Not-in-family,White,Female,None,Low,Full-time,United-States,small
Senior,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Young,Private,9th,Married-spouse-absent,Other-service,Other-relative,White,Male,None,None,Full-time,Mexico,small
Young,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,11th,Never-married,Sales,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,None,None,Over-time,Germany,small
Middle-Aged,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Transport-moving,Own-child,White,Male,None,None,Full-time,United-States,small
Young,Without-pay,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,Low,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Other-service,Own-child,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,Low,Part-time,United-States,small
Young,Without-pay,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,None,None,Full-time,United-States,small
Young,Private,10th,Never-married,Other-service,Own-child,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,11th,Never-married,Sales,Unmarried,Black,Female,None,None,Part-time,United-States,small
Young,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,None,None,Full-time,United-States,small
Senior,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,Full-time,United-States,small
Middle-Aged,Private,Assoc-voc,Separated,Craft-repair,Not-in-family,White,Male,None,None,Full-time,United-States,small
Senior,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Young,Self-emp-inc,Bachelors,Never-married,Sales,Not-in-family,White,Female,None,None,Over-time,United-States,small
Middle-Aged,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,None,None,Full-time,United-States,large
Senior,Self-emp-not-inc,9th,Divorced,Other-service,Not-in-family,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Full-time,United-States,large
Young,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,Poland,small
Middle-Aged,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,None,None,Part-time,United-States,small
Young,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,State-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Local-gov,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Workaholic,Mexico,large
Senior,Private,HS-grad,Never-married,Prof-specialty,Unmarried,White,Female,None,Low,Full-time,United-States,small
Senior,Local-gov,10th,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,12th,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Over-time,England,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,None,None,Over-time,United-States,small
Young,Private,Some-college,Never-married,Adm-clerical,Other-relative,Black,Female,None,None,Full-time,Jamaica,small
Senior,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,None,None,Full-time,Vietnam,small
Old,Self-emp-inc,Some-college,Widowed,Sales,Not-in-family,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,Some-college,Separated,Other-service,Other-relative,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,large
Old,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Workaholic,United-States,small
Senior,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,None,None,Full-time,India,small
Middle-Aged,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,None,None,Full-time,Japan,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Some-college,Never-married,Sales,Not-in-family,Black,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Young,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Low,None,Full-time,El-Salvador,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,None,None,Full-time,China,small
Middle-Aged,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Over-time,United-States,small
Senior,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Self-emp-not-inc,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,Over-time,United-States,small
Senior,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,None,Full-time,United-States,large
Middle-Aged,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,small
Young,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Part-time,United-States,small
Senior,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Workaholic,United-States,small
Middle-Aged,Private,Assoc-voc,Divorced,Tech-support,Unmarried,Black,Female,None,None,Full-time,United-States,small
Middle-Aged,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,Low,None,Full-time,United-States,large
Middle-Aged,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Self-emp-not-inc,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,Over-time,United-States,small
Young,Private,Assoc-voc,Never-married,Craft-repair,Unmarried,White,Male,None,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Full-time,United-States,small
Senior,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,None,None,Full-time,Philippines,large
Young,Private,10th,Never-married,Other-service,Own-child,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,High,None,Over-time,United-States,large
Middle-Aged,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,None,None,Full-time,Canada,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,None,None,Full-time,United-States,small
Senior,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,None,Over-time,United-States,large
Senior,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Black,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,None,None,Full-time,India,small
Middle-Aged,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Other-service,Own-child,White,Male,None,None,Part-time,United-States,small
Young,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,None,None,Over-time,United-States,small
Middle-Aged,Federal-gov,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,None,None,Full-time,India,large
Middle-Aged,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Divorced,Craft-repair,Other-relative,White,Male,None,None,Full-time,United-States,small
Middle-Aged,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Part-time,United-States,small
Young,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Full-time,United-States,small
Young,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,France,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Workaholic,United-States,small
Middle-Aged,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Full-time,United-States,large
Senior,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,None,Over-time,United-States,large
Senior,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,Over-time,United-States,large
Senior,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,High,Full-time,United-States,large
Middle-Aged,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,Low,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,None,None,Full-time,Hong,small
Senior,Federal-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,None,None,Part-time,United-States,small
Senior,Private,Some-college,Never-married,Prof-specialty,Unmarried,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Young,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,None,None,Full-time,United-States,small
Senior,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Young,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Full-time,United-States,small
Young,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,Mexico,small
Middle-Aged,Private,Some-college,Divorced,Sales,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-AF-spouse,Other-service,Wife,White,Female,None,None,Full-time,United-States,large
Young,Private,HS-grad,Never-married,Farming-fishing,Other-relative,White,Male,None,None,Over-time,United-States,small
Senior,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,Over-time,Cuba,large
Young,Private,11th,Never-married,Sales,Own-child,White,Female,None,None,Part-time,United-States,small
Senior,Private,Some-college,Separated,Sales,Not-in-family,White,Male,None,None,Over-time,United-States,small
Young,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,Full-time,United-States,small
Young,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,Over-time,United-States,small
Middle-Aged,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,High,None,Over-time,United-States,large
Middle-Aged,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Senior,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,Italy,large
Senior,Private,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Self-emp-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,None,None,Over-time,United-States,small
Old,Self-emp-not-inc,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,None,High,Part-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,None,None,Full-time,United-States,small
Senior,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,10th,Separated,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Young,Private,10th,Never-married,Other-service,Own-child,White,Female,None,None,Part-time,United-States,small
Senior,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,Some-college,Divorced,Sales,Unmarried,White,Female,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Part-time,United-States,small
Senior,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Part-time,United-States,small
